Team Id,Team Name,Candidate Type,Candidate's Name,Candidate's Email,Candidate's Mobile,Candidate's Gender,Country,Course Pursuing,Course Stream,Specialization,Year Of Study,Passing Out Year,Candidate's Organisation,Registration Time,Leader Name,Leader Email,Leader Phone,Leader College,Leader Year,Members
,Nihil a,,,,,,,,,,,,,,Ivana Chandra,ivanachandra@example.com,914029365757.0,Heritage Institute of Technology ,1.0,"ivanachandra@example.com, daminiravel@example.com"
,Inventore illo,,,,,,,,,,,,,,Riya Dayal,riyadayal@example.com,8428318379.0,jadavpur university,2.0,"riyadayal@example.com, tanyaroy@example.com"
,Ipsa,,,,,,,,,,,,,,Kabir Buch,kabirbuch@example.com,4600534849.0,Jadavpur University ,3.0,"kabirbuch@example.com, armaanchokshi@example.com"
,Recusandae fuga,,,,,,,,,,,,,,Miraya Rajan,mirayarajan@example.com,910381717236.0,Jadavpur University ,1.0,"mirayarajan@example.com, sahilsood@example.com"
,Autem blanditiis,,,,,,,,,,,,,,Jiya Srivastava,jiyasrivastava@example.com,2139726853.0,Jadavpur University ,1.0,"jiyasrivastava@example.com, vivaankuruvilla@example.com, kanavd’alia@example.com"
,Aspernatur consectetur,,,,,,,,,,,,,,Lavanya Hayre,lavanyahayre@example.com,911508404903.0,Jadavpur University ,3.0,"lavanyahayre@example.com, nehmatsagar@example.com"
,Ullam,,,,,,,,,,,,,,Siya Shukla,siyashukla@example.com,3283538997.0,JU,2.0,"siyashukla@example.com, sanadhingra@example.com"
,Incidunt,,,,,,,,,,,,,,Mishti Mall,mishtimall@example.com,913470163634.0,Jadavpur University,3.0,"mishtimall@example.com, ojaschauhan@example.com"
,Mollitia,,,,,,,,,,,,,,Vivaan Sinha,vivaansinha@example.com,6813668180.0,University of Calcutta,1.0,"vivaansinha@example.com, dhanushdayal@example.com, lakshitkumer@example.com"
,Quo et,,,,,,,,,,,,,,Uthkarsh Swaminathan,uthkarshswaminathan@example.com,895524744.0,Jadavpur University,2.0,"uthkarshswaminathan@example.com, jivinsarin@example.com"
,Eum corrupti,,,,,,,,,,,,,,Yuvraj  Mahal,yuvrajmahal@example.com,4538934671.0,Heritage Institute of Technology ,1.0,"yuvrajmahal@example.com, jayeshverma@example.com"
,Eaque eligendi,,,,,,,,,,,,,,Neelofar D’Alia,neelofardalia@example.com,917150559050.0,Jadavpur University,2.0,"neelofardalia@example.com, samihakakar@example.com, kartikthaman@example.com"
,Enim sequi,,,,,,,,,,,,,,Kartik Khatri,kartikkhatri@example.com,916765567574.0,Jadavpur University,2.0,kartikkhatri@example.com
,Hic minima,,,,,,,,,,,,,,Neelofar Shan,neelofarshan@example.com,6875628284.0,Jadavpur University,1.0,"neelofarshan@example.com, amiramangal@example.com, urvibhargava@example.com"
,Nesciunt doloribus,,,,,,,,,,,,,,Siya Sandal,siyasandal@example.com,1720337951.0,Jadavpur University,3.0,siyasandal@example.com
,Dolorum,,,,,,,,,,,,,,Jivika Barad,jivikabarad@example.com,5043802453.0,Heritage Institute of Technology,2.0,"jivikabarad@example.com, aradhyahanda@example.com, alialuthra@example.com"
,Quibusdam perferendis,,,,,,,,,,,,,,Ishita Tandon,ishitatandon@example.com,919448803839.0,Jadavpur University,1.0,"ishitatandon@example.com, advikahayre@example.com, irakala@example.com"
,Vel mollitia,,,,,,,,,,,,,,Misha Borde,mishaborde@example.com,1777301293.0,Heritage Institute of Technology ,1.0,"mishaborde@example.com, zainaratti@example.com"
,Non,,,,,,,,,,,,,,Ivan Butala,ivanbutala@example.com,20086671.0,Jadavpur University,2.0,"ivanbutala@example.com, aarushdutta@example.com, reyanshlala@example.com"
,Fuga inventore,,,,,,,,,,,,,,Oorja Vasa,oorjavasa@example.com,6874221424.0,Jadavpur University ,1.0,"oorjavasa@example.com, zainabail@example.com, prerakbatta@example.com"
,Soluta pariatur,,,,,,,,,,,,,,Inaaya  Bail,inaayabail@example.com,1091292963.0,Jadavpur University,1.0,"inaayabail@example.com, alishasaraf@example.com, shaanbains@example.com"
,Laboriosam laboriosam,,,,,,,,,,,,,,Shray Subramaniam,shraysubramaniam@example.com,1991157894.0,Jadavpur University,1.0,shraysubramaniam@example.com
,Id,,,,,,,,,,,,,,Amira Deo,amiradeo@example.com,914122039484.0,Jadavpur University,2.0,"amiradeo@example.com, ahanahora@example.com, indranilchatterjee@example.com"
,Laboriosam,,,,,,,,,,,,,,Shamik Manda,shamikmanda@example.com,6265823534.0,Jadavpur University ,3.0,"shamikmanda@example.com, lakshayraju@example.com, advikdar@example.com"
,Volestias,,,,,,,,,,,,,,Ela Ghose,elaghose@example.com,910602419024.0,Jadavpur University,1.0,elaghose@example.com
,Ipsum ab,,,,,,,,,,,,,,Indranil Kumer,indranilkumer@example.com,333558103.0,Jadavpur University,1.0,indranilkumer@example.com
,Qui nostrum,,,,,,,,,,,,,,Zara Sura,zarasura@example.com,9602993648.0,Jadavpur University ,1.0,"zarasura@example.com, uthkarshdeol@example.com"
,Itaque illo,,,,,,,,,,,,,,Biju Dutta,bijudutta@example.com,6764043378.0,Jadavpur University,2.0,bijudutta@example.com
,Id necessitatibus,,,,,,,,,,,,,,Myra Soman,myrasoman@example.com,764975337.0,JADAVPUR UNIVERSITY,1.0,myrasoman@example.com
,Iure unde,,,,,,,,,,,,,,Darshit Kota,darshitkota@example.com,3331408017.0,Jadavpur University ,2.0,"darshitkota@example.com, arhaanmaster@example.com, ratichad@example.com"
,Occaecati dolores,,,,,,,,,,,,,,Anvi Jhaveri,anvijhaveri@example.com,2358125736.0,Jadavpur University ,1.0,"anvijhaveri@example.com, taradey@example.com, vritikamanne@example.com"
,Quod,,,,,,,,,,,,,,Hansh Ben,hanshben@example.com,918502694149.0,Heritage Institute of Technology ,1.0,"hanshben@example.com, veerwadhwa@example.com"
,Consequatur,,,,,,,,,,,,,,Alia Bandi,aliabandi@example.com,1066507907.0,Jadavpur University ,1.0,aliabandi@example.com
,Labore soluta,,,,,,,,,,,,,,Devansh Yohannan,devanshyohannan@example.com,599620618.0,Jadavpur University ,1.0,"devanshyohannan@example.com, taimurgarg@example.com"
,Laboriosam aspernatur,,,,,,,,,,,,,,Indrajit Dada,indrajitdada@example.com,3613209580.0,Jadavpur University ,1.0,"indrajitdada@example.com, nehmatbassi@example.com, samihakala@example.com"
,Nulla,,,,,,,,,,,,,,Purab Divan,purabdivan@example.com,7720318939.0,Jadavpur University,1.0,"purabdivan@example.com, piyavasa@example.com, anaysibal@example.com"
,Nisi minima,,,,,,,,,,,,,,Riya Koshy,riyakoshy@example.com,911197134221.0,Jadavpur University,3.0,riyakoshy@example.com
,Ad a,,,,,,,,,,,,,,Riaan Bala,riaanbala@example.com,4935175496.0,Jalpaiguri Government Engineering College ,1.0,"riaanbala@example.com, fatehsama@example.com"
,Corporis,,,,,,,,,,,,,,Umang Ramaswamy,umangramaswamy@example.com,7254844198.0,jadavpur university,1.0,"umangramaswamy@example.com, dhanukbhagat@example.com, nitarabrahmbhatt@example.com"
,Animi,,,,,,,,,,,,,,Ela Warrior,elawarrior@example.com,7550287369.0,Jadavpur University,1.0,"elawarrior@example.com, lakshitcomar@example.com"
,Similique,,,,,,,,,,,,,,Adah Mangal,adahmangal@example.com,7261056546.0,jadavpur university,2.0,"adahmangal@example.com, alialalla@example.com"
,Cupiditate distinctio,,,,,,,,,,,,,,Rasha Aggarwal,rashaaggarwal@example.com,3955266262.0,Jadavpur University,1.0,"rashaaggarwal@example.com, lakshitaggarwal@example.com"
,Error ad,,,,,,,,,,,,,,Diya Dada,diyadada@example.com,1735351614.0,JU,2.0,"diyadada@example.com, rheabora@example.com"
,Minus quasi,,,,,,,,,,,,,,Suhana Talwar,suhanatalwar@example.com,917498170808.0,Jadavpur University,1.0,"suhanatalwar@example.com, farhanbhatti@example.com, ryansamra@example.com"
,Volestiae,,,,,,,,,,,,,,Diya Sibal,diyasibal@example.com,7419836132.0,JADAVPUR UNIVERSITY,3.0,"diyasibal@example.com, advikadyal@example.com"
,Possimus exercitationem,,,,,,,,,,,,,,Tara Sinha,tarasinha@example.com,4236294009.0,Jadavpur University,2.0,"tarasinha@example.com, jayeshmall@example.com, jivikamallick@example.com"
,Blanditiis eligendi,,,,,,,,,,,,,,Ahana  Mahajan,ahanamahajan@example.com,916530970730.0,Jadavpur University ,1.0,ahanamahajan@example.com
,Et,,,,,,,,,,,,,,Nakul Swaminathan,nakulswaminathan@example.com,2825376360.0,JADAVPUR UNIVERSITY,2.0,"nakulswaminathan@example.com, purabedwin@example.com"
,Placeat eaque,,,,,,,,,,,,,,Kaira Karpe,kairakarpe@example.com,912883974944.0,Jadavpur University,1.0,kairakarpe@example.com
,Saepe praesentium,,,,,,,,,,,,,,Tanya Das,tanyadas@example.com,3633313752.0,Jadavpur University,1.0,"tanyadas@example.com, ratisandhu@example.com"
,Veniam a,,,,,,,,,,,,,,Vardaniya Upadhyay,vardaniyaupadhyay@example.com,368310383.0,Jadavpur University,1.0,"vardaniyaupadhyay@example.com, kabirdyal@example.com"
,Libero soluta,,,,,,,,,,,,,,Umang De,umangde@example.com,2632201661.0,JADAVPUR UNIVERSITY,1.0,"umangde@example.com, samarkar@example.com"
,Odio praesentium,,,,,,,,,,,,,,Ehsaan Rau,ehsaanrau@example.com,5247036335.0,Jadavpur University,4.0,"ehsaanrau@example.com, yashvichakraborty@example.com"
,Incidunt libero,,,,,,,,,,,,,,Tejas Upadhyay,tejasupadhyay@example.com,6372451250.0,Jadhavpur University,1.0,"tejasupadhyay@example.com, farhansarin@example.com, anyadora@example.com"
,Volestias qui,,,,,,,,,,,,,,Jayan Balakrishnan,jayanbalakrishnan@example.com,946098500.0,Jadavpur University ,1.0,"jayanbalakrishnan@example.com, tiyakannan@example.com"
,Adipisci eos,,,,,,,,,,,,,,Nakul Som,nakulsom@example.com,3720111394.0,JADAVPUR UNIVERSITY ,2.0,"nakulsom@example.com, yuvaanlanka@example.com"
,Et libero,,,,,,,,,,,,,,Amira Gade,amiragade@example.com,913221779533.0,Jadavpur University,1.0,amiragade@example.com
,Voluptatem,,,,,,,,,,,,,,Zara Warrior,zarawarrior@example.com,917964677891.0,UNIVERSITY OF CALCUTTA,2.0,"zarawarrior@example.com, armaanbahri@example.com, mishtimann@example.com"
,Provident adipisci,,,,,,,,,,,,,,Kanav Tailor,kanavtailor@example.com,4878116808.0,Jadavpur University,3.0,"kanavtailor@example.com, neelofarbarman@example.com, bhavinwadhwa@example.com"
,Beatae,,,,,,,,,,,,,,Saira Tara,sairatara@example.com,4990115864.0,Jadavpur University,2.0,"sairatara@example.com, nehmatravi@example.com"
,Eligendi enim,,,,,,,,,,,,,,Tushar Krish,tusharkrish@example.com,914793975094.0,university of calcutta,2.0,"tusharkrish@example.com, jivikabhat@example.com"
,Voluptate explicabo,,,,,,,,,,,,,,Aarush Rana,aarushrana@example.com,919175168327.0,RCCIIT,2.0,aarushrana@example.com
,Voluptas soluta,,,,,,,,,,,,,,Ehsaan Andra,ehsaanandra@example.com,910976709890.0,"St. Xavier's College (Autonomous), Kolkata",3.0,"ehsaanandra@example.com, emirsarraf@example.com"
,Maxime impedit,,,,,,,,,,,,,,Mannat D’Alia,mannatdalia@example.com,5575483692.0,Jadavpur University ,2.0,"mannatdalia@example.com, aayushsawhney@example.com"
,Pariatur explicabo,,,,,,,,,,,,,,Aniruddh Toor,aniruddhtoor@example.com,5632252563.0,Jadavpur University,2.0,"aniruddhtoor@example.com, indrajitsaini@example.com, arnavdeep@example.com"
,Culque facere,,,,,,,,,,,,,,Nitya Koshy,nityakoshy@example.com,1171986717.0,Jadavpur University,2.0,"nityakoshy@example.com, tarakota@example.com"
,Recusandae harum,,,,,,,,,,,,,,Lakshit Gill,lakshitgill@example.com,4930511529.0,Jadavpur University ,3.0,"lakshitgill@example.com, elakshichaudhry@example.com"
,Volestias unde,,,,,,,,,,,,,,Advika Majumdar,advikamajumdar@example.com,3541659987.0,JADAVPUR UNIVERSITY,1.0,"advikamajumdar@example.com, priyanshbarman@example.com, manikyawagle@example.com"
,Eaque molestiae,,,,,,,,,,,,,,Ahana  Kalita,ahanakalita@example.com,2896483698.0,Jadavpur University ,1.0,ahanakalita@example.com
,Laboriosam laborum,,,,,,,,,,,,,,Bhamini Loke,bhaminiloke@example.com,9208256908.0,Jadavpur University,1.0,bhaminiloke@example.com
,Quaerat dolores,,,,,,,,,,,,,,Tushar Bava,tusharbava@example.com,1174938675.0,JADAVPUR UNIVERSITY ,2.0,tusharbava@example.com
,Laborum,,,,,,,,,,,,,,Diya Singh,diyasingh@example.com,915622964592.0,jadavpur university,1.0,"diyasingh@example.com, dharmajanmahajan@example.com"
,Rerum,,,,,,,,,,,,,,Abram Sahota,abramsahota@example.com,9478333106.0,Jadavpur University,2.0,"abramsahota@example.com, fatehkhanna@example.com"
,Distinctio necessitatibus,,,,,,,,,,,,,,Gokul Master,gokulmaster@example.com,949544467.0,JAdavpur University,1.0,"gokulmaster@example.com, vritikakamdar@example.com, reneevarkey@example.com"
,Mollitia incidunt,,,,,,,,,,,,,,Kaira Thaman,kairathaman@example.com,6061925721.0,Jadavpur University ,1.0,"kairathaman@example.com, mamootymaharaj@example.com, taimurkeer@example.com"
,Omnis doloremque,,,,,,,,,,,,,,Aaryahi Bhargava,aaryahibhargava@example.com,911568575722.0,Jadavpur University ,3.0,"aaryahibhargava@example.com, zaindutta@example.com"
,Consequuntur corporis,,,,,,,,,,,,,,Saira Sharma,sairasharma@example.com,918518779124.0,"Sambalpur University Institute of Information Technology (SUIIT), Sambalpur University",2.0,"sairasharma@example.com, amirasidhu@example.com"
,Facere,,,,,,,,,,,,,,Hansh Bali,hanshbali@example.com,722214485.0,Jadavpur University,3.0,hanshbali@example.com
,Laborum voluptatum,,,,,,,,,,,,,,Pranay Bail,pranaybail@example.com,2089623100.0,Jadavpur University ,2.0,"pranaybail@example.com, aayushsha@example.com"
,Repudiandae perferendis,,,,,,,,,,,,,,Drishya Sabharwal,drishyasabharwal@example.com,2595108434.0,Jadavpur University ,1.0,drishyasabharwal@example.com
,In eveniet,,,,,,,,,,,,,,Tushar Ganguly,tusharganguly@example.com,4953441391.0,Jadavpur University,3.0,tusharganguly@example.com
,Fugit quam,,,,,,,,,,,,,,Ayesha Sood,ayeshasood@example.com,3027610142.0,Jadavpur University ,2.0,ayeshasood@example.com
,Vitae iusto,,,,,,,,,,,,,,Sumer Mann,sumermann@example.com,7909575248.0,Techno India Uni,1.0,sumermann@example.com
,Reprehenderit necessitatibus,,,,,,,,,,,,,,Baiju Chaudhuri,baijuchaudhuri@example.com,2095962885.0,Jalpaiguri Government Engineering College ,1.0,"baijuchaudhuri@example.com, paridugal@example.com, ishaanaggarwal@example.com"
,Incidunt alias,,,,,,,,,,,,,,Ritvik Dalal,ritvikdalal@example.com,8926593501.0,JU,3.0,ritvikdalal@example.com
,Adipisci accusamus,,,,,,,,,,,,,,Anya Gola,anyagola@example.com,9077133972.0,Jadavpur  University ,1.0,"anyagola@example.com, ahanadixit@example.com"
,Architecto,,,,,,,,,,,,,,Yuvraj  Handa,yuvrajhanda@example.com,915749868321.0,Jadavpur University,3.0,yuvrajhanda@example.com
,Illum aliquam,,,,,,,,,,,,,,Aarush Arora,aarusharora@example.com,5374205510.0,Jadavpur University,3.0,"aarusharora@example.com, yasminvarty@example.com"
,Laudantium a,,,,,,,,,,,,,,Dishani Bakshi,dishanibakshi@example.com,4301911647.0,Jadavpur University,1.0,"dishanibakshi@example.com, raunakvarughese@example.com, krishkarnik@example.com"
,Aut minima,,,,,,,,,,,,,,Hunar Kothari,hunarkothari@example.com,7606541224.0,Jadavpur University ,1.0,hunarkothari@example.com
,Culpa eveniet,,,,,,,,,,,,,,Sara Bhat,sarabhat@example.com,1778474883.0,Jadavpur University ,2.0,"sarabhat@example.com, anyaranganathan@example.com, inaayamammen@example.com"
,Ipsa numquam,,,,,,,,,,,,,,Lakshit Kala,lakshitkala@example.com,4410940172.0,Jadavpur University ,1.0,"lakshitkala@example.com, bijucherian@example.com"
,Illum necessitatibus,,,,,,,,,,,,,,Hrishita Jani,hrishitajani@example.com,910836705358.0,Jadavpur University,2.0,"hrishitajani@example.com, stuvangupta@example.com, romilrama@example.com"
,Laboriosam accusantium,,,,,,,,,,,,,,Manjari Sur,manjarisur@example.com,910309828699.0,NETAJI SHUBASH ENGINEERING COLLEGE,1.0,manjarisur@example.com
,Exercitationem,,,,,,,,,,,,,,Tanya Apte,tanyaapte@example.com,912042445120.0,St. Xavier's College Kolkata (Autonomous),1.0,tanyaapte@example.com
,Error,,,,,,,,,,,,,,Indranil Shroff,indranilshroff@example.com,6258093746.0,Jadavpur University ,1.0,"indranilshroff@example.com, indranschaudhary@example.com"
,Amet doloribus,,,,,,,,,,,,,,Yuvaan Sundaram,yuvaansundaram@example.com,916430691289.0,Jadavpur University,1.0,"yuvaansundaram@example.com, tiyadhillon@example.com"
,Eum voluptate,,,,,,,,,,,,,,Anaya Karpe,anayakarpe@example.com,9770233127.0,JADAVPUR UNIVERSITY,1.0,"anayakarpe@example.com, siyachakrabarti@example.com"
,Maxime,,,,,,,,,,,,,,Keya Chanda,keyachanda@example.com,913827983751.0,Jadavpur University,2.0,keyachanda@example.com
,Ea mollitia,,,,,,,,,,,,,,Ahana  Venkatesh,ahanavenkatesh@example.com,5384753072.0,Netaji Subhash Engineering College ,3.0,ahanavenkatesh@example.com
,Minima nostrum,,,,,,,,,,,,,,Mishti Gola,mishtigola@example.com,5372173703.0,Jadavpur University ,2.0,mishtigola@example.com
,Aut,,,,,,,,,,,,,,Suhana Brahmbhatt,suhanabrahmbhatt@example.com,3486613428.0,Jadavpur University ,4.0,suhanabrahmbhatt@example.com
,Esse tenetur,,,,,,,,,,,,,,Priyansh Bail,priyanshbail@example.com,114642090.0,Jadavpur University ,1.0,priyanshbail@example.com
,Quis quaerat,,,,,,,,,,,,,,Ranbir Dhawan,ranbirdhawan@example.com,9705686670.0,Jadavpur University,1.0,"ranbirdhawan@example.com, fatehsastry@example.com, nayantaradave@example.com"
,Ea,,,,,,,,,,,,,,Vaibhav Gara,vaibhavgara@example.com,3484475187.0,Jadavpur University,2.0,"vaibhavgara@example.com, aaravtoor@example.com"
,Quasi sit,,,,,,,,,,,,,,Rati Cheema,raticheema@example.com,919853121398.0,Jadavpur University,2.0,raticheema@example.com
,Inventore aut,,,,,,,,,,,,,,Fateh Date,fatehdate@example.com,9539537921.0,Jalpaiguri Government Engineering College ,1.0,"fatehdate@example.com, aliasankar@example.com"
,Temporibus,,,,,,,,,,,,,,Shray Jaggi,shrayjaggi@example.com,918786952043.0,Jadavpur university ,2.0,"shrayjaggi@example.com, hridaanwarrior@example.com, ahanachaudhari@example.com"
,Ab quasi,,,,,,,,,,,,,,Ritvik Kaur,ritvikkaur@example.com,3940885478.0,Jadavpur University,4.0,"ritvikkaur@example.com, drishyajohal@example.com"
,A natus,,,,,,,,,,,,,,Samiha Amble,samihaamble@example.com,918066106332.0,Heritage Institute Of Technology ,1.0,samihaamble@example.com
,Ad eum,,,,,,,,,,,,,,Trisha Keer,trishakeer@example.com,9717954864.0,Jadavpur University,1.0,"trishakeer@example.com, drishyadixit@example.com, adviktrivedi@example.com"
,Necessitatibus omnis,,,,,,,,,,,,,,Prerak Sachdeva,preraksachdeva@example.com,1946988095.0,St.Xaviers College Autonomous ,1.0,"preraksachdeva@example.com, tejaskannan@example.com, ayeshalad@example.com"
,Deserunt,,,,,,,,,,,,,,Indrajit Desai,indrajitdesai@example.com,915719983932.0,Jadavpur University ,3.0,indrajitdesai@example.com
,Minus mollitia,,,,,,,,,,,,,,Elakshi Karpe,elakshikarpe@example.com,5573995171.0,Jadavpur University,3.0,"elakshikarpe@example.com, devanshrama@example.com"
,Voluptatibus,,,,,,,,,,,,,,Kabir Chada,kabirchada@example.com,910873216500.0,Jadavpur University,1.0,"kabirchada@example.com, yuvrajdara@example.com"
,Magnam id,,,,,,,,,,,,,,Ishaan Iyengar,ishaaniyengar@example.com,917629600419.0,Jadavpur University,3.0,"ishaaniyengar@example.com, kavyaraval@example.com"
,Facilis facilis,,,,,,,,,,,,,,Mahika Kadakia,mahikakadakia@example.com,917889878038.0,RCC Institute Of Information Technology,1.0,mahikakadakia@example.com
,Quis,,,,,,,,,,,,,,Ela Chaudry,elachaudry@example.com,2599283146.0,Haldia institute of technology ,2.0,elachaudry@example.com
,Tempora quod,,,,,,,,,,,,,,Tushar Chaudhari,tusharchaudhari@example.com,3123788242.0,Jadavpur University,1.0,"tusharchaudhari@example.com, reneelanka@example.com, indranildass@example.com"
,Consequuntur incidunt,,,,,,,,,,,,,,Nehmat Sawhney,nehmatsawhney@example.com,917474056852.0,"Heritage Institute of Technology, Kolkata",1.0,"nehmatsawhney@example.com, parinaazdugar@example.com, amanikar@example.com"
,Quisquam,,,,,,,,,,,,,,Jhanvi Choudhury,jhanvichoudhury@example.com,2453845926.0,Jadavpur University,2.0,jhanvichoudhury@example.com
,Dolores dolores,,,,,,,,,,,,,,Emir Vyas,emirvyas@example.com,6324050813.0,JU,2.0,"emirvyas@example.com, dhanukkorpal@example.com, ojaskale@example.com"
,Atque,,,,,,,,,,,,,,Akarsh Din,akarshdin@example.com,6904501084.0,JU,2.0,"akarshdin@example.com, sakshamdate@example.com"
,Ab eius,,,,,,,,,,,,,,Aaryahi Gara,aaryahigara@example.com,9207423064.0,Sister Nivedita University (SNU),3.0,"aaryahigara@example.com, shlokvarughese@example.com, krishmadan@example.com"
,Harum corrupti,,,,,,,,,,,,,,Anaya Ratti,anayaratti@example.com,919080297730.0,jadavpur university,2.0,"anayaratti@example.com, sanamajumdar@example.com, aniruddhbava@example.com"
,Repudiandae,,,,,,,,,,,,,,Tarini Karan,tarinikaran@example.com,6449838116.0,"JADAVPUR UNIVERSITY, KOLKATA",2.0,"tarinikaran@example.com, anahichandran@example.com, divyanshdugal@example.com"
,Quae delectus,,,,,,,,,,,,,,Yakshit Sarna,yakshitsarna@example.com,919626300878.0,Jadavpur University,3.0,"yakshitsarna@example.com, anyabhatnagar@example.com, nirvibuch@example.com"
,Unde,,,,,,,,,,,,,,Ivana Dhillon,ivanadhillon@example.com,8235233523.0,jalpaiguri government engineering college,1.0,"ivanadhillon@example.com, riyathakur@example.com"
,Sint consectetur,,,,,,,,,,,,,,Anahita Shetty,anahitashetty@example.com,8892115993.0,St. Xavier's college ,1.0,"anahitashetty@example.com, zaindani@example.com, kashvitandon@example.com"
,Ipsam enim,,,,,,,,,,,,,,Indranil Bhasin,indranilbhasin@example.com,3093665172.0,Jadavpur University ,1.0,"indranilbhasin@example.com, advikabhardwaj@example.com"
,Tempore,,,,,,,,,,,,,,Keya Rattan,keyarattan@example.com,915127852121.0,Jadavpur University ,1.0,keyarattan@example.com
,Nihil,,,,,,,,,,,,,,Neelofar Bhavsar,neelofarbhavsar@example.com,6292098712.0,Jadavpur University,2.0,"neelofarbhavsar@example.com, shanayaiyengar@example.com"
,Laboriosam vel,,,,,,,,,,,,,,Divyansh Tiwari,divyanshtiwari@example.com,4371152331.0,Brainware University,2.0,"divyanshtiwari@example.com, arhaanraju@example.com, nirvaanvohra@example.com"
,Officiis quaerat,,,,,,,,,,,,,,Shaan Subramaniam,shaansubramaniam@example.com,2860305971.0,Heritage Institute of Technology technology ,1.0,"shaansubramaniam@example.com, dishanibabu@example.com"
,Rerum repudiandae,,,,,,,,,,,,,,Tushar Chaudhari,tusharchaudhari@example.com,2752979965.0,JU,5.0,tusharchaudhari@example.com
,Numquam,,,,,,,,,,,,,,Urvi Apte,urviapte@example.com,7323415510.0,"University of Engineering and Management, Kolkata",2.0,"urviapte@example.com, arnavbedi@example.com"
,Occaecati rerum,,,,,,,,,,,,,,Farhan Varma,farhanvarma@example.com,3430854416.0,Jadavpur University,2.0,"farhanvarma@example.com, mohanlalbhalla@example.com"
,Fugit,,,,,,,,,,,,,,Anay D’Alia,anaydalia@example.com,215064612.0,Jadavpur University,2.0,anaydalia@example.com
,Dolorum beatae,,,,,,,,,,,,,,Lagan Doctor,lagandoctor@example.com,6790467347.0,"Heritage Institute of Technology, Kolkata",1.0,"lagandoctor@example.com, anaysarin@example.com, romilrege@example.com"
,Mollitia officia,,,,,,,,,,,,,,Saanvi Balan,saanvibalan@example.com,914400580475.0,Jadavpur University,4.0,"saanvibalan@example.com, zaramaharaj@example.com, aarushborah@example.com"
,Facilis,,,,,,,,,,,,,,Tanya Rout,tanyarout@example.com,4133189216.0,Jadavpur University,1.0,"tanyarout@example.com, keyagoswami@example.com"
,Iure dolore,,,,,,,,,,,,,,Keya Chaudhari,keyachaudhari@example.com,5874814825.0,Jadavpur University ,3.0,"keyachaudhari@example.com, nitarakumar@example.com"
,Voluptatem illum,,,,,,,,,,,,,,Neelofar Dugar,neelofardugar@example.com,9058597207.0,Jadavpur University ,1.0,"neelofardugar@example.com, urvideshpande@example.com"
,Impedit nobis,,,,,,,,,,,,,,Divyansh Venkataraman,divyanshvenkataraman@example.com,912619396215.0,Jadavpur University,3.0,"divyanshvenkataraman@example.com, divijbhatt@example.com, hazelchatterjee@example.com"
,Quia,,,,,,,,,,,,,,Anahi Ahuja,anahiahuja@example.com,5839334973.0,JADAVPUR UNIVERSITY,4.0,"anahiahuja@example.com, ryansule@example.com, zarawali@example.com"
,Sed,,,,,,,,,,,,,,Dhanush Sethi,dhanushsethi@example.com,918173423765.0,Jadavpur University,1.0,dhanushsethi@example.com
,Porro earum,,,,,,,,,,,,,,Anika Dani,anikadani@example.com,8389476791.0,Jadavpur University,4.0,"anikadani@example.com, yuvaanhans@example.com, reyanshbhatti@example.com"
,Quam,,,,,,,,,,,,,,Drishya Ram,drishyaram@example.com,916772011569.0,Jadavpur University ,2.0,"drishyaram@example.com, baijutripathi@example.com"
,Ea illum,,,,,,,,,,,,,,Tara Ramachandran,tararamachandran@example.com,5194068516.0,Jadavpur University,3.0,"tararamachandran@example.com, ojasagrawal@example.com"
,Aliquam,,,,,,,,,,,,,,Zain Karan,zainkaran@example.com,94401773.0,Jalpaiguri Government Engineering College,3.0,"zainkaran@example.com, adahmalhotra@example.com"
,Dolores eum,,,,,,,,,,,,,,Shayak Baria,shayakbaria@example.com,5707628016.0,Jadavpur University,1.0,shayakbaria@example.com
,Maxime laboriosam,,,,,,,,,,,,,,Charvi Bhatti,charvibhatti@example.com,9714008896.0,Jadavpur University,1.0,charvibhatti@example.com
